date,HMF,wind_speed,SSN,polarity,HCS_tilt
1994-10-01,3.6,349.0,24,1,11.12
1994-10-02,6.7,369.0,27,1,11.1
1994-10-03,9.9,627.0,24,1,11.08
1994-10-04,6.0,691.0,41,1,11.07
1994-10-05,6.3,610.0,73,1,11.05
1994-10-06,6.333333333333333,571.0,81,1,11.03
1994-10-07,6.366666666666666,532.0,70,1,11.01
1994-10-08,6.4,493.0,67,1,10.99
1994-10-09,6.433333333333334,454.0,76,1,10.97
1994-10-10,6.466666666666667,415.0,75,1,10.96
1994-10-11,6.5,376.0,73,1,10.94
1994-10-12,7.9,355.0,69,1,10.92
1994-10-13,8.5,451.0,73,1,10.9
1994-10-14,6.0,468.0,92,1,10.88
1994-10-15,5.7,533.0,87,1,10.86
1994-10-16,4.5,457.0,78,1,10.85
1994-10-17,5.2,411.0,60,1,10.83
1994-10-18,5.357142857142858,437.42857142857144,84,1,10.81
1994-10-19,5.514285714285714,463.85714285714283,86,1,10.79
1994-10-20,5.671428571428572,490.2857142857143,75,1,10.77
1994-10-21,5.828571428571428,516.7142857142857,63,1,10.75
1994-10-22,5.985714285714286,543.1428571428571,44,1,10.74
1994-10-23,6.142857142857142,569.5714285714286,43,1,10.72
1994-10-24,6.3,596.0,43,1,10.7
1994-10-25,5.7,532.0,41,1,10.7
1994-10-26,5.7,431.0,86,1,10.7
1994-10-27,4.4,349.0,87,1,10.7
1994-10-28,4.1,309.0,87,1,10.7
1994-10-29,21.2,409.0,84,1,10.7
1994-10-30,6.9,642.0,90,1,10.7
1994-10-31,7.2,608.2857142857143,78,1,10.7
1994-11-01,7.5,574.5714285714286,74,1,10.7
1994-11-02,7.8,540.8571428571429,79,1,10.7
1994-11-03,8.1,507.1428571428571,56,1,10.7
1994-11-04,8.4,473.42857142857144,46,1,10.7
1994-11-05,8.7,439.7142857142857,51,1,10.7
1994-11-06,9.0,406.0,39,1,10.7
1994-11-07,7.5,375.0,28,1,10.7
1994-11-08,5.1,337.0,26,1,10.7
1994-11-09,12.6,409.0,38,1,10.7
1994-11-10,6.1,566.0,39,1,10.7
1994-11-11,3.1,522.0,26,1,10.7
1994-11-12,4.6,424.0,28,1,10.7
1994-11-13,6.6,409.6666666666667,13,1,10.7
1994-11-14,5.85,395.3333333333333,15,1,10.7
1994-11-15,5.1,381.0,13,1,10.7
1994-11-16,4.35,366.6666666666667,13,1,10.7
1994-11-17,3.6,352.3333333333333,16,1,10.7
1994-11-18,5.5,338.0,31,1,10.7
1994-11-19,10.2,402.0,25,1,10.7
1994-11-20,6.7,472.0,15,1,10.7
1994-11-21,4.0,398.0,11,1,10.66
1994-11-22,3.8,377.0,13,1,10.6
1994-11-23,3.2,336.0,13,1,10.54
1994-11-24,4.7,311.0,13,1,10.48
1994-11-25,4.0,285.0,30,1,10.42
1994-11-26,11.6,324.0,28,1,10.36
1994-11-27,8.7,361.6,33,1,10.3
1994-11-28,4.5,399.2,38,1,10.25
1994-11-29,4.7,436.8,18,1,10.19
1994-11-30,6.8,474.4,16,1,10.13
1994-12-01,7.2,512.0,13,1,10.07
1994-12-02,7.2,538.0,11,1,10.01
1994-12-03,5.1,508.0,0,1,9.95
1994-12-04,4.1,409.0,12,1,9.89
1994-12-05,7.0,347.0,18,1,9.83
1994-12-06,12.3,637.0,15,1,9.78
1994-12-07,5.8,666.0,25,1,9.72
1994-12-08,6.1,637.0,31,1,9.66
1994-12-09,5.3,610.8333333333334,52,1,9.6
1994-12-10,5.4,584.6666666666666,54,1,9.54
1994-12-11,6.3,558.5,70,1,9.48
1994-12-12,8.3,532.3333333333334,63,1,9.42
1994-12-13,6.5,506.16666666666663,49,1,9.37
1994-12-14,4.7,480.0,43,1,9.31
1994-12-15,7.6,530.0,39,1,9.25
1994-12-16,5.1,582.0,32,1,9.19
1994-12-17,4.5,411.0,43,1,9.13
1994-12-18,5.8,355.0,42,1,9.11
1994-12-19,8.4,335.0,40,1,9.14
1994-12-20,8.2,472.0,26,1,9.16
1994-12-21,4.7,518.0,22,1,9.19
1994-12-22,4.1,521.8,37,1,9.21
1994-12-23,5.0,525.6,26,1,9.24
1994-12-24,5.1,529.4,37,1,9.27
1994-12-25,5.2,533.2,44,1,9.29
1994-12-26,4.6,537.0,53,1,9.32
1994-12-27,5.5,477.0,36,1,9.34
1994-12-28,7.0,415.0,21,1,9.37
1994-12-29,6.8,406.0,21,1,9.39
1994-12-30,5.6,392.0,12,1,9.42
1994-12-31,3.4,345.0,11,1,9.45
1995-01-01,4.3,322.0,13,1,9.47
1995-01-02,10.6,441.0,11,1,9.5
1995-01-03,9.1,615.0,15,1,9.52
1995-01-04,5.7,665.0,19,1,9.55
1995-01-05,5.7,614.0,15,1,9.57
1995-01-06,5.8,609.0,20,1,9.6
1995-01-07,5.1,620.0,9,1,9.63
1995-01-08,4.4,560.0,12,1,9.65
1995-01-09,4.4,458.0,12,1,9.68
1995-01-10,5.5,421.0,11,1,9.7
1995-01-11,6.7,451.0,12,1,9.73
1995-01-12,3.5,380.0,13,1,9.75
1995-01-13,5.5,398.0,11,1,9.78
1995-01-14,4.9,368.0,15,1,9.79
1995-01-15,4.0,333.0,16,1,9.75
1995-01-16,6.8,346.0,23,1,9.7
1995-01-17,11.0,363.0,31,1,9.66
1995-01-18,9.7,443.0,47,1,9.61
1995-01-19,5.4,444.0,57,1,9.57
1995-01-20,5.2,382.0,69,1,9.53
1995-01-21,5.6,359.0,74,1,9.48
1995-01-22,7.1,375.0,72,1,9.44
1995-01-23,4.7,421.0,73,1,9.39
1995-01-24,5.0,374.0,81,1,9.35
1995-01-25,5.6,332.0,66,1,9.31
1995-01-26,4.4,310.0,40,1,9.26
1995-01-27,4.8,319.0,31,1,9.22
1995-01-28,4.4,300.0,34,1,9.17
1995-01-29,13.8,469.0,24,1,9.13
1995-01-30,7.4,680.0,42,1,9.09
1995-01-31,5.8,660.0,43,1,9.04
1995-02-01,6.2,623.0,54,1,9.0
1995-02-02,5.8,624.0,63,1,8.95
1995-02-03,5.4,600.0,58,1,8.91
1995-02-04,4.8,593.0,54,1,8.87
1995-02-05,3.3,445.0,54,1,8.82
1995-02-06,5.8,391.0,52,1,8.78
1995-02-07,7.2,397.0,24,1,8.73
1995-02-08,11.1,416.0,18,1,8.69
1995-02-09,8.2,382.0,29,1,8.65
1995-02-10,5.6,343.0,35,1,8.6
1995-02-11,10.5,408.0,20,1,8.57
1995-02-12,8.1,518.0,21,1,8.54
1995-02-13,7.1,621.0,17,1,8.5
1995-02-14,5.9,619.0,26,1,8.47
1995-02-15,4.3,576.0,34,1,8.44
1995-02-16,3.7,484.0,40,1,8.4
1995-02-17,4.3,446.0,51,1,8.37
1995-02-18,5.2,432.0,47,1,8.34
1995-02-19,4.5,415.0,70,1,8.31
1995-02-20,5.1,385.0,70,1,8.27
1995-02-21,4.8,344.0,69,1,8.24
1995-02-22,4.9,318.0,72,1,8.21
1995-02-23,4.6,302.0,64,1,8.17
1995-02-24,4.0,292.0,46,1,8.14
1995-02-25,4.4,269.0,43,1,8.11
1995-02-26,10.2,315.0,40,1,8.07
1995-02-27,11.6,428.0,49,1,8.04
1995-02-28,10.2,515.0,63,1,8.01
1995-03-01,7.0,638.0,76,1,7.98
1995-03-02,5.5,637.0,83,1,7.94
1995-03-03,2.9,490.0,82,1,7.91
1995-03-04,8.9,441.0,97,1,7.88
1995-03-05,7.3,435.0,91,1,7.84
1995-03-06,8.3,454.0,57,1,7.81
1995-03-07,7.1,436.0,54,1,7.78
1995-03-08,6.3,399.0,30,1,7.74
1995-03-09,7.9,463.0,15,1,7.71
1995-03-10,7.5,535.0,0,1,7.79
1995-03-11,8.3,631.0,12,1,7.94
1995-03-12,7.5,676.0,18,1,8.08
1995-03-13,5.5,687.0,15,1,8.22
1995-03-14,4.6,701.0,15,1,8.36
1995-03-15,4.0,547.0,25,1,8.51
1995-03-16,4.2,468.0,19,1,8.65
1995-03-17,3.8,394.0,24,1,8.79
1995-03-18,4.7,413.0,52,1,8.94
1995-03-19,3.7,373.0,57,1,9.08
1995-03-20,4.9,349.0,61,1,9.22
1995-03-21,4.3,325.0,62,1,9.37
1995-03-22,3.2,298.0,67,1,9.51
1995-03-23,6.5,318.0,65,1,9.65
1995-03-24,7.5,331.0,65,1,9.79
1995-03-25,2.9,307.0,62,1,9.94
1995-03-26,11.8,338.0,61,1,10.08
1995-03-27,10.2,440.0,42,1,10.22
1995-03-28,6.2,475.0,28,1,10.37
1995-03-29,4.7,502.0,34,1,10.51
1995-03-30,4.6,396.0,34,1,10.65
1995-03-31,4.2,385.0,33,1,10.8
1995-04-01,4.9,382.0,20,1,10.94
1995-04-02,8.7,364.0,26,1,11.08
1995-04-03,9.5,331.0,29,1,11.22
1995-04-04,8.3,281.0,15,1,11.37
1995-04-05,8.2,329.0,0,1,11.51
1995-04-06,7.7,333.0,0,1,11.58
1995-04-07,13.5,456.0,0,1,11.53
1995-04-08,5.3,647.0,0,1,11.48
1995-04-09,5.2,623.0,0,1,11.43
1995-04-10,5.2,637.0,0,1,11.38
1995-04-11,4.6,611.0,15,1,11.32
1995-04-12,3.6,582.0,28,1,11.27
1995-04-13,3.2,464.0,48,1,11.22
1995-04-14,3.1,366.0,53,1,11.17
1995-04-15,3.0,341.0,65,1,11.12
1995-04-16,4.4,334.0,71,1,11.07
1995-04-17,6.6,329.0,74,1,11.02
1995-04-18,5.2,353.0,63,1,10.96
1995-04-19,3.6,346.0,53,1,10.91
1995-04-20,4.8,347.0,39,1,10.86
1995-04-21,2.7,301.0,20,1,10.81
1995-04-22,6.8,337.0,17,1,10.76
1995-04-23,8.2,413.0,0,1,10.71
1995-04-24,7.3,429.0,0,1,10.66
1995-04-25,4.8,453.0,0,1,10.61
1995-04-26,9.3,457.0,0,1,10.55
1995-04-27,6.9,667.0,12,1,10.5
1995-04-28,4.5,576.0,0,1,10.45
1995-04-29,4.3,508.0,0,1,10.4
1995-04-30,4.9,425.0,0,1,10.35
1995-05-01,5.3,382.0,12,1,10.3
1995-05-02,11.8,548.0,0,1,10.25
1995-05-03,6.6,721.0,0,1,10.2
1995-05-04,6.5,681.0,11,1,10.19
1995-05-05,5.7,701.0,13,1,10.18
1995-05-06,4.9,705.0,12,1,10.18
1995-05-07,6.0,644.0,11,1,10.17
1995-05-08,5.7,572.0,12,1,10.16
1995-05-09,3.9,517.0,13,1,10.16
1995-05-10,3.4,441.0,15,1,10.15
1995-05-11,4.2,398.0,16,1,10.14
1995-05-12,4.0,356.0,35,1,10.13
1995-05-13,6.4,328.0,35,1,10.13
1995-05-14,5.2,353.0,36,1,10.12
1995-05-15,2.7,324.0,48,1,10.11
1995-05-16,12.5,425.0,54,1,10.1
1995-05-17,5.4,462.0,58,1,10.1
1995-05-18,6.3,427.0,54,1,10.09
1995-05-19,7.0,427.0,47,1,10.08
1995-05-20,6.5,427.0,36,1,10.07
1995-05-21,5.1,391.0,17,1,10.07
1995-05-22,4.8,367.0,13,1,10.06
1995-05-23,7.8,398.0,0,1,10.05
1995-05-24,8.2,619.0,0,1,10.05
1995-05-25,5.1,550.0,0,1,10.04
1995-05-26,5.5,499.0,0,1,10.03
1995-05-27,4.8,466.0,0,1,10.02
1995-05-28,5.0,432.0,12,1,10.02
1995-05-29,7.4,411.0,16,1,10.01
1995-05-30,11.1,571.0,13,1,10.0
1995-05-31,6.9,697.0,12,1,10.01
1995-06-01,5.2,667.0,12,1,10.02
1995-06-02,4.9,645.0,13,1,10.03
1995-06-03,4.9,633.0,17,1,10.04
1995-06-04,5.0,545.0,20,1,10.05
1995-06-05,5.2,445.0,43,1,10.06
1995-06-06,5.0,425.0,35,1,10.08
1995-06-07,3.9,363.0,40,1,10.09
1995-06-08,2.6,331.0,40,1,10.1
1995-06-09,6.2,319.0,35,1,10.11
1995-06-10,7.3,387.0,43,1,10.12
1995-06-11,5.3,373.0,35,1,10.13
1995-06-12,3.2,337.0,29,1,10.14
1995-06-13,3.3,285.0,24,1,10.15
1995-06-14,4.3,308.0,17,1,10.16
1995-06-15,5.5,323.0,0,1,10.17
1995-06-16,7.2,349.0,0,1,10.19
1995-06-17,3.5,365.0,10,1,10.2
1995-06-18,8.9,345.0,13,1,10.21
1995-06-19,11.7,530.0,26,1,10.22
1995-06-20,6.4,668.0,19,1,10.23
1995-06-21,4.8,651.0,22,1,10.24
1995-06-22,4.0,563.0,24,1,10.25
1995-06-23,4.5,489.0,23,1,10.26
1995-06-24,4.4,422.0,19,1,10.27
1995-06-25,7.1,427.0,19,1,10.28
1995-06-26,6.8,520.0,17,1,10.3
1995-06-27,4.6,453.0,14,1,10.29
1995-06-28,5.2,366.0,13,1,10.28
1995-06-29,6.6,374.0,20,1,10.27
1995-06-30,6.6,461.0,33,1,10.26
1995-07-01,9.3,402.0,42,1,10.25
1995-07-02,7.3,344.0,35,1,10.24
1995-07-03,5.9,340.0,20,1,10.23
1995-07-04,3.9,384.0,20,1,10.22
1995-07-05,2.9,358.0,31,1,10.21
1995-07-06,2.4,326.0,38,1,10.19
1995-07-07,3.6,340.0,41,1,10.18
1995-07-08,4.4,328.0,35,1,10.17
1995-07-09,4.0,322.0,39,1,10.16
1995-07-10,2.3,295.0,30,1,10.15
1995-07-11,2.8,272.0,25,1,10.14
1995-07-12,5.0,283.0,18,1,10.13
1995-07-13,8.8,302.0,15,1,10.12
1995-07-14,7.1,312.0,18,1,10.11
1995-07-15,4.6,367.0,27,1,10.1
1995-07-16,8.2,436.0,24,1,10.08
1995-07-17,6.5,655.0,22,1,10.07
1995-07-18,5.0,629.0,20,1,10.06
1995-07-19,5.0,503.0,30,1,10.05
1995-07-20,4.7,504.0,32,1,10.04
1995-07-21,4.8,439.0,20,1,10.03
1995-07-22,6.2,380.0,15,1,10.02
1995-07-23,4.8,376.0,0,1,10.01
1995-07-24,10.1,421.0,0,1,9.97
1995-07-25,6.0,464.0,0,1,9.85
1995-07-26,4.3,404.0,10,1,9.73
1995-07-27,4.6,367.0,11,1,9.62
1995-07-28,4.5,368.0,0,1,9.5
1995-07-29,5.4,371.0,0,1,9.38
1995-07-30,5.7,327.0,0,1,9.26
1995-07-31,4.5,329.0,14,1,9.15
1995-08-01,4.1,360.0,18,1,9.03
1995-08-02,3.3,326.0,19,1,8.91
1995-08-03,4.9,384.0,22,1,8.79
1995-08-04,5.7,351.0,20,1,8.68
1995-08-05,4.1,363.0,20,1,8.56
1995-08-06,4.1,349.0,28,1,8.44
1995-08-07,6.0,387.0,23,1,8.33
1995-08-08,8.4,525.0,17,1,8.21
1995-08-09,5.8,575.0,11,1,8.09
1995-08-10,5.0,551.0,13,1,7.97
1995-08-11,4.9,465.0,14,1,7.86
1995-08-12,5.7,462.0,0,1,7.74
1995-08-13,7.3,431.0,11,1,7.62
1995-08-14,6.1,613.0,0,1,7.5
1995-08-15,4.3,585.0,15,1,7.39
1995-08-16,3.2,523.0,27,1,7.27
1995-08-17,5.6,416.0,17,1,7.15
1995-08-18,5.6,400.0,0,1,7.03
1995-08-19,5.2,379.0,0,1,6.92
1995-08-20,4.0,395.0,10,1,6.8
1995-08-21,4.2,362.0,0,1,6.81
1995-08-22,4.6,350.0,10,1,6.83
1995-08-23,8.9,357.0,19,1,6.84
1995-08-24,6.6,323.0,40,1,6.86
1995-08-25,6.7,416.0,38,1,6.87
1995-08-26,4.0,385.0,52,1,6.89
1995-08-27,4.1,363.0,41,1,6.9
1995-08-28,4.0,380.0,31,1,6.92
1995-08-29,4.9,375.0,18,1,6.93
1995-08-30,3.8,374.0,17,1,6.95
1995-08-31,2.9,309.0,14,1,6.96
1995-09-01,3.4,301.0,12,1,6.98
1995-09-02,3.8,298.0,11,1,6.99
1995-09-03,2.4,309.0,11,1,7.01
1995-09-04,3.2,320.0,21,1,7.02
1995-09-05,10.9,386.0,21,1,7.03
1995-09-06,6.9,553.0,11,1,7.05
1995-09-07,6.3,577.0,11,1,7.06
1995-09-08,6.4,591.0,0,1,7.08
1995-09-09,4.3,548.0,0,1,7.09
1995-09-10,5.7,442.0,0,1,7.11
1995-09-11,6.1,550.0,0,1,7.12
1995-09-12,5.6,504.0,12,1,7.14
1995-09-13,4.9,595.0,11,1,7.15
1995-09-14,2.9,480.0,0,1,7.17
1995-09-15,8.8,418.0,13,1,7.18
1995-09-16,5.5,467.0,11,1,7.2
1995-09-17,4.9,391.0,0,1,7.17
1995-09-18,4.6,350.0,0,1,7.12
1995-09-19,3.2,319.0,15,1,7.07
1995-09-20,4.8,363.0,28,1,7.02
1995-09-21,4.8,382.0,29,1,6.97
1995-09-22,4.8,353.0,40,1,6.93
1995-09-23,5.9,390.0,38,1,6.88
1995-09-24,3.6,386.0,40,1,6.83
1995-09-25,4.1,328.0,34,1,6.78
1995-09-26,4.8,336.0,33,1,6.74
1995-09-27,8.7,375.0,34,1,6.69
1995-09-28,5.5,381.0,12,1,6.64
1995-09-29,5.2,374.0,12,1,6.59
1995-09-30,5.7,334.0,11,1,6.55
1995-10-01,4.3,317.0,0,1,6.5
1995-10-02,8.0,355.0,0,1,6.45
1995-10-03,7.6,432.0,0,1,6.4
1995-10-04,9.0,572.0,0,1,6.35
1995-10-05,5.3,608.0,0,1,6.31
1995-10-06,5.8,530.0,0,1,6.26
1995-10-07,5.6,592.0,15,1,6.21
1995-10-08,6.2,574.0,13,1,6.16
1995-10-09,5.9,524.0,32,1,6.12
1995-10-10,6.8,427.0,42,1,6.07
1995-10-11,5.6,454.0,70,1,6.02
1995-10-12,6.3,486.0,83,1,5.97
1995-10-13,5.0,468.0,84,1,5.93
1995-10-14,4.5,436.0,78,1,5.89
1995-10-15,4.7,364.0,45,1,5.87
1995-10-16,4.4,332.0,62,1,5.85
1995-10-17,5.6,313.0,54,1,5.82
1995-10-18,8.6,366.0,41,1,5.8
1995-10-19,21.2,404.0,30,1,5.78
1995-10-20,10.6,492.0,26,1,5.76
1995-10-21,5.1,476.0,38,1,5.74
1995-10-22,5.4,406.0,38,1,5.71
1995-10-23,6.5,383.0,38,1,5.69
1995-10-24,4.0,411.0,36,1,5.67
1995-10-25,3.4,354.0,32,1,5.65
1995-10-26,3.8,339.0,32,1,5.63
1995-10-27,5.6,368.0,17,1,5.6
1995-10-28,6.0,349.0,15,1,5.58
1995-10-29,5.1,331.0,13,1,5.56
1995-10-30,7.4,355.0,0,1,5.54
1995-10-31,7.3,415.0,15,1,5.52
1995-11-01,7.0,558.0,0,1,5.49
1995-11-02,5.5,554.0,12,1,5.47
1995-11-03,5.0,460.0,12,1,5.45
1995-11-04,5.2,402.0,0,1,5.43
1995-11-05,8.5,465.0,0,1,5.41
1995-11-06,5.4,556.0,12,1,5.38
1995-11-07,5.0,490.0,12,1,5.36
1995-11-08,4.0,426.0,12,1,5.34
1995-11-09,3.8,400.0,14,1,5.32
1995-11-10,3.1,354.0,19,1,5.3
1995-11-11,4.4,327.0,14,1,5.3
1995-11-12,6.8,369.0,12,1,5.31
1995-11-13,4.4,351.0,12,1,5.31
1995-11-14,4.7,343.0,12,1,5.32
1995-11-15,5.4,340.0,31,1,5.32
1995-11-16,5.8,334.0,34,1,5.32
1995-11-17,5.2,362.0,51,1,5.33
1995-11-18,4.2,338.0,36,1,5.33
1995-11-19,4.4,360.0,16,1,5.33
1995-11-20,4.3,340.0,16,1,5.34
1995-11-21,3.4,316.0,14,1,5.34
1995-11-22,5.3,338.0,14,1,5.34
1995-11-23,5.5,348.0,14,1,5.35
1995-11-24,4.5,321.0,0,1,5.35
1995-11-25,3.7,312.0,0,1,5.36
1995-11-26,3.9,290.0,0,1,5.36
1995-11-27,5.1,266.0,0,1,5.36
1995-11-28,5.1,419.0,14,1,5.37
1995-11-29,5.1,479.0,17,1,5.37
1995-11-30,4.1,425.0,19,1,5.37
1995-12-01,5.8,381.0,24,1,5.38
1995-12-02,8.0,370.0,18,1,5.38
1995-12-03,4.9,381.0,24,1,5.38
1995-12-04,7.2,387.0,24,1,5.39
1995-12-05,5.3,392.0,21,1,5.39
1995-12-06,4.1,416.0,15,1,5.4
1995-12-07,4.5,420.0,15,1,5.4
1995-12-08,3.1,358.0,12,1,5.36
1995-12-09,5.6,347.0,28,1,5.32
1995-12-10,4.9,335.0,25,1,5.28
1995-12-11,3.2,317.0,27,1,5.24
1995-12-12,6.5,332.0,16,1,5.2
1995-12-13,6.6,338.0,15,1,5.16
1995-12-14,3.6,311.0,13,1,5.12
1995-12-15,7.1,347.0,12,1,5.08
1995-12-16,10.2,401.0,0,1,5.04
1995-12-17,5.7,420.0,0,1,5.0
1995-12-18,3.8,368.0,0,1,4.96
1995-12-19,4.8,338.0,0,1,4.92
1995-12-20,6.3,369.0,12,1,4.88
1995-12-21,6.949999999999999,355.5,13,1,4.84
1995-12-22,7.6,342.0,13,1,4.8
1995-12-23,6.0,364.0,12,1,4.76
1995-12-24,8.6,486.0,0,1,4.72
1995-12-25,6.3,612.0,18,1,4.68
1995-12-26,3.8,582.0,25,1,4.64
1995-12-27,3.8,475.0,27,1,4.6
1995-12-28,4.1,396.0,25,1,4.56
1995-12-29,3.6,359.0,13,1,4.52
1995-12-30,3.3,328.0,15,1,4.48
1995-12-31,6.8,401.0,0,1,4.44
1996-01-01,4.9,403.0,0,1,4.4
1996-01-02,4.9,398.0,14,1,4.36
1996-01-03,5.9,485.0,22,1,4.32
1996-01-04,4.4,443.0,35,1,4.27
1996-01-05,3.9,416.0,56,1,4.22
1996-01-06,3.6,389.0,55,1,4.17
1996-01-07,3.0,350.0,48,1,4.13
1996-01-08,3.6,346.0,41,1,4.08
1996-01-09,3.5,337.0,22,1,4.03
1996-01-10,4.4,318.0,13,1,3.98
1996-01-11,5.0,324.0,0,1,3.94
1996-01-12,5.2,332.0,0,1,3.89
1996-01-13,10.2,376.0,0,1,3.84
1996-01-14,8.9,465.0,0,1,3.79
1996-01-15,5.9,589.0,0,1,3.75
1996-01-16,4.7,527.0,0,1,3.7
1996-01-17,4.7,483.0,0,1,3.65
1996-01-18,4.5,492.0,0,1,3.6
1996-01-19,4.9,416.0,0,1,3.56
1996-01-20,7.7,469.0,0,1,3.51
1996-01-21,4.8,425.0,10,1,3.46
1996-01-22,4.2,387.0,0,1,3.41
1996-01-23,3.7,369.0,0,1,3.36
1996-01-24,4.6,362.0,13,1,3.32
1996-01-25,5.4,386.0,10,1,3.27
1996-01-26,5.6,408.0,10,1,3.22
1996-01-27,5.4,430.0,10,1,3.17
1996-01-28,6.0,417.0,12,1,3.13
1996-01-29,5.6,537.0,10,1,3.08
1996-01-30,6.3,527.0,19,1,3.03
1996-01-31,4.7,520.0,13,1,3.0
1996-02-01,3.6,448.0,16,1,2.99
1996-02-02,5.6,479.0,16,1,2.98
1996-02-03,4.6,466.0,12,1,2.98
1996-02-04,4.2,388.0,0,1,2.97
1996-02-05,4.2,374.0,0,1,2.96
1996-02-06,4.5,355.0,0,1,2.95
1996-02-07,5.0,363.0,0,1,2.95
1996-02-08,5.4,410.0,0,1,2.94
1996-02-09,5.1,389.0,0,1,2.93
1996-02-10,6.3,391.0,0,1,2.92
1996-02-11,7.0,552.0,0,1,2.92
1996-02-12,5.0,551.0,0,1,2.91
1996-02-13,4.4,523.0,0,1,2.9
1996-02-14,5.2,493.0,0,1,2.89
1996-02-15,4.6,452.0,12,1,2.89
1996-02-16,8.2,373.0,0,1,2.88
1996-02-17,5.4,401.0,0,1,2.87
1996-02-18,5.1,411.0,0,1,2.87
1996-02-19,5.3,475.0,0,1,2.86
1996-02-20,4.0,490.0,14,1,2.85
1996-02-21,3.8,423.0,17,1,2.84
1996-02-22,5.6,418.0,14,1,2.84
1996-02-23,6.2,414.0,14,1,2.83
1996-02-24,6.9,459.0,29,1,2.82
1996-02-25,5.5,482.0,23,1,2.81
1996-02-26,5.3,544.0,14,1,2.81
1996-02-27,5.6,528.0,12,1,2.81
1996-02-28,3.6,478.0,14,1,2.87
1996-02-29,3.7,390.0,16,1,2.93
1996-03-01,4.0,375.0,0,1,2.99
1996-03-02,3.4,325.0,0,1,3.05
1996-03-03,5.2,350.0,0,1,3.12
1996-03-04,5.6,419.0,12,1,3.18
1996-03-05,4.7,403.0,0,1,3.24
1996-03-06,5.0,390.0,19,1,3.3
1996-03-07,4.2,336.0,12,1,3.37
1996-03-08,6.7,336.0,0,1,3.43
1996-03-09,5.6,340.0,0,1,3.49
1996-03-10,5.8,399.0,0,1,3.55
1996-03-11,7.0,511.0,22,1,3.62
1996-03-12,5.2,536.0,22,1,3.68
1996-03-13,5.4,554.0,22,1,3.74
1996-03-14,4.2,523.0,18,1,3.8
1996-03-15,3.9,401.0,17,1,3.86
1996-03-16,5.5,370.0,14,1,3.93
1996-03-17,5.4,425.0,12,1,3.99
1996-03-18,3.8,423.0,12,1,4.05
1996-03-19,5.3,413.0,11,1,4.11
1996-03-20,7.0,434.0,0,1,4.18
1996-03-21,6.9,567.0,17,1,4.24
1996-03-22,3.9,602.0,22,1,4.3
1996-03-23,4.2,469.0,22,1,4.36
1996-03-24,7.1,474.0,19,1,4.43
1996-03-25,6.3,547.0,18,1,4.49
1996-03-26,4.9,478.0,32,1,4.51
1996-03-27,4.9,445.0,29,1,4.53
1996-03-28,5.4,450.0,25,1,4.55
1996-03-29,4.5,416.0,14,1,4.57
1996-03-30,2.8,381.0,0,1,4.59
1996-03-31,3.6,350.0,0,1,4.61
1996-04-01,4.7,350.0,0,1,4.62
1996-04-02,3.4,334.0,14,1,4.64
1996-04-03,4.2,361.0,16,1,4.66
1996-04-04,5.2,379.0,11,1,4.68
1996-04-05,3.1,382.0,0,1,4.7
1996-04-06,2.4,346.0,0,1,4.72
1996-04-07,3.2,308.0,0,1,4.73
1996-04-08,7.3,310.0,0,1,4.75
1996-04-09,6.1,411.0,0,1,4.77
1996-04-10,5.0,433.0,0,1,4.79
1996-04-11,5.6,441.0,0,1,4.81
1996-04-12,5.4,512.0,13,1,4.83
1996-04-13,4.8,437.0,11,1,4.84
1996-04-14,8.0,468.0,0,1,4.86
1996-04-15,4.4,591.0,0,1,4.88
1996-04-16,3.9,487.0,0,1,4.9
1996-04-17,7.0,508.0,14,1,4.92
1996-04-18,5.8,598.0,27,1,4.94
1996-04-19,5.1,685.0,16,1,4.95
1996-04-20,5.0,595.0,25,1,4.97
1996-04-21,4.4,523.0,17,1,4.99
1996-04-22,4.0,461.0,17,1,4.98
1996-04-23,4.9,475.0,11,1,4.96
1996-04-24,4.4,411.0,11,1,4.93
1996-04-25,3.8,357.0,0,1,4.9
1996-04-26,4.5,356.0,0,1,4.87
1996-04-27,5.2,381.0,0,1,4.84
1996-04-28,4.0,404.0,0,1,4.81
1996-04-29,2.7,371.0,0,1,4.78
1996-04-30,3.5,387.0,0,1,4.75
1996-05-01,3.7,402.0,0,1,4.72
1996-05-02,2.6,375.0,0,1,4.69
1996-05-03,2.8,369.0,0,1,4.66
1996-05-04,3.7,375.0,0,1,4.63
1996-05-05,4.8,404.0,0,1,4.6
1996-05-06,3.0,360.0,15,1,4.57
1996-05-07,4.1,345.0,17,1,4.54
1996-05-08,4.0,345.0,18,1,4.52
1996-05-09,4.2,331.0,17,1,4.49
1996-05-10,5.4,344.0,20,1,4.46
1996-05-11,4.8,351.0,25,1,4.43
1996-05-12,5.3,342.0,22,1,4.4
1996-05-13,8.1,436.0,21,1,4.37
1996-05-14,5.9,456.0,20,1,4.34
1996-05-15,5.0,466.0,15,1,4.31
1996-05-16,3.6,431.0,13,1,4.28
1996-05-17,5.3,409.0,11,1,4.25
1996-05-18,3.0,322.0,11,1,4.22
1996-05-19,5.7,349.0,0,1,4.21
1996-05-20,7.0,414.0,11,1,4.23
1996-05-21,5.8,448.0,0,1,4.25
1996-05-22,4.9,418.0,0,1,4.27
1996-05-23,3.9,391.0,0,1,4.29
1996-05-24,5.7,415.0,0,1,4.32
