date,HMF,wind_speed,SSN,polarity,HCS_tilt,daily_OSF
2006-07-27,6.2,358.0,18.0,-1.0,17.57,
2006-07-28,5.9,612.0,16.0,-1.0,17.64,
2006-07-29,3.1,504.0,16.0,-1.0,17.71,
2006-07-30,3.9,423.0,31.0,-1.0,17.79,
2006-07-31,9.4,487.0,27.0,-1.0,17.86,
2006-08-01,6.4,567.0,11.0,-1.0,17.93,
2006-08-02,4.9,553.0,11.0,-1.0,18.01,
2006-08-03,3.5,526.0,15.0,-1.0,18.08,
2006-08-04,3.1,425.0,0.0,-1.0,18.15,
2006-08-05,2.8,371.0,0.0,-1.0,18.23,
2006-08-06,3.7,349.0,0.0,-1.0,18.3,
2006-08-07,10.2,508.0,0.0,-1.0,18.37,
2006-08-08,4.1,602.0,11.0,-1.0,18.45,
2006-08-09,3.7,523.0,26.0,-1.0,18.52,
2006-08-10,4.1,443.0,27.0,-1.0,18.59,
2006-08-11,4.5,456.0,26.0,-1.0,18.67,
2006-08-12,4.6,423.0,24.0,-1.0,18.69,
2006-08-13,3.5,355.0,26.0,-1.0,18.68,
2006-08-14,2.9,313.0,31.0,-1.0,18.67,
2006-08-15,2.5,304.0,31.0,-1.0,18.66,
2006-08-16,3.7,305.0,31.0,-1.0,18.65,
2006-08-17,5.3,322.0,27.0,-1.0,18.64,
2006-08-18,7.3,355.0,31.0,-1.0,18.63,
2006-08-19,11.5,398.0,24.0,-1.0,18.62,
2006-08-20,10.7,408.0,16.0,-1.0,18.61,
2006-08-21,7.5,418.0,26.0,-1.0,18.6,
2006-08-22,6.2,469.0,15.0,-1.0,18.58,
2006-08-23,4.0,466.0,19.0,-1.0,18.57,
2006-08-24,4.2,405.0,19.0,-1.0,18.56,
2006-08-25,3.3,358.0,24.0,-1.0,18.55,
2006-08-26,2.3,332.0,23.0,-1.0,18.54,
2006-08-27,9.5,413.0,34.0,-1.0,18.53,
2006-08-28,5.9,598.0,35.0,-1.0,18.52,
2006-08-29,4.4,541.0,27.0,-1.0,18.51,
2006-08-30,4.4,500.0,19.0,-1.0,18.5,
2006-08-31,8.1,398.0,35.0,-1.0,18.49,
2006-09-01,6.7,387.0,35.0,-1.0,18.47,
2006-09-02,5.5,404.0,16.0,-1.0,18.46,
2006-09-03,4.6,422.0,0.0,-1.0,18.45,
2006-09-04,7.5,531.0,0.0,-1.0,18.44,
2006-09-05,3.6,547.0,26.0,-1.0,18.43,
2006-09-06,3.8,473.0,39.0,-1.0,18.42,
2006-09-07,4.2,427.0,48.0,-1.0,18.41,
2006-09-08,2.3,384.0,48.0,-1.0,18.33,
2006-09-09,2.4,352.0,49.0,-1.0,18.06,
2006-09-10,4.5,344.0,49.0,-1.0,17.78,
2006-09-11,5.8,379.0,44.0,-1.0,17.51,
2006-09-12,5.5,379.0,31.0,-1.0,17.24,
2006-09-13,4.9,422.0,30.0,-1.0,16.97,
2006-09-14,3.1,387.0,15.0,-1.0,16.7,
2006-09-15,3.2,351.0,15.0,-1.0,16.43,
2006-09-16,5.3,329.0,13.0,-1.0,16.16,
2006-09-17,7.7,400.0,25.0,-1.0,15.89,
2006-09-18,5.9,568.0,12.0,-1.0,15.62,
2006-09-19,3.6,550.0,13.0,-1.0,15.34,
2006-09-20,2.2,423.0,13.0,-1.0,15.07,
2006-09-21,2.2,336.0,13.0,-1.0,14.8,
2006-09-22,2.1,312.0,18.0,-1.0,14.53,
2006-09-23,6.6,338.0,13.0,-1.0,14.26,
2006-09-24,8.1,576.0,15.0,-1.0,13.99,
2006-09-25,3.8,593.0,13.0,-1.0,13.72,
2006-09-26,3.9,523.0,16.0,-1.0,13.45,
2006-09-27,3.1,443.0,12.0,-1.0,13.17,
2006-09-28,4.5,380.0,13.0,-1.0,12.9,
2006-09-29,3.0,301.0,36.0,-1.0,12.63,
2006-09-30,12.1,374.0,41.0,-1.0,12.36,
2006-10-01,6.4,504.0,35.0,-1.0,12.09,
2006-10-02,3.5,482.0,33.0,-1.0,11.82,
2006-10-03,3.9,410.0,23.0,-1.0,11.55,
2006-10-04,3.2,385.0,23.0,-1.0,11.28,
2006-10-05,3.1,343.0,24.0,-1.0,11.01,
2006-10-06,2.7,326.0,23.0,-1.0,11.0,
2006-10-07,5.6,376.0,23.0,-1.0,10.99,
2006-10-08,5.4,472.0,21.0,-1.0,10.99,
2006-10-09,3.8,409.0,21.0,-1.0,10.99,
2006-10-10,2.9,369.0,14.0,-1.0,10.98,
2006-10-11,3.2,350.0,0.0,-1.0,10.98,
2006-10-12,4.8,333.0,0.0,-1.0,10.97,
2006-10-13,9.2,446.0,0.0,-1.0,10.97,
2006-10-14,6.2,539.0,0.0,-1.0,10.97,
2006-10-15,3.9,560.0,0.0,-1.0,10.96,
2006-10-16,3.3,472.0,0.0,-1.0,10.96,
2006-10-17,3.0,393.0,0.0,-1.0,10.96,
2006-10-18,2.5,336.0,0.0,-1.0,10.95,
2006-10-19,3.5,310.0,14.0,-1.0,10.95,
2006-10-20,11.7,397.0,14.0,-1.0,10.95,
2006-10-21,5.2,605.0,16.0,-1.0,10.94,
2006-10-22,4.2,578.0,23.0,-1.0,10.94,
2006-10-23,3.6,528.0,38.0,-1.0,10.93,
2006-10-24,4.3,470.0,30.0,-1.0,10.93,
2006-10-25,3.4,453.0,14.0,-1.0,10.93,
2006-10-26,3.2,387.0,0.0,-1.0,10.92,
2006-10-27,3.7,324.0,13.0,-1.0,10.92,
2006-10-28,7.7,394.0,13.0,-1.0,10.92,
2006-10-29,6.1,543.0,0.0,-1.0,10.91,
2006-10-30,3.3,547.0,13.0,-1.0,10.91,
2006-10-31,3.4,428.0,33.0,-1.0,10.9,
2006-11-01,3.6,412.0,53.0,-1.0,10.9,
2006-11-02,5.2,364.0,70.0,-1.0,10.92,
2006-11-03,5.2,344.0,73.0,-1.0,10.94,
2006-11-04,6.0,411.0,65.0,-1.0,10.97,
2006-11-05,4.1,397.0,53.0,-1.0,11.0,
2006-11-06,3.5,360.0,40.0,-1.0,11.02,
2006-11-07,3.2,321.0,32.0,-1.0,11.05,
2006-11-08,2.0,298.0,43.0,-1.0,11.07,
2006-11-09,7.0,323.0,30.0,-1.0,11.1,
2006-11-10,9.2,557.0,15.0,-1.0,11.12,
2006-11-11,4.6,610.0,18.0,-1.0,11.15,
2006-11-12,2.9,543.0,22.0,-1.0,11.17,
2006-11-13,2.5,432.0,35.0,-1.0,11.2,
2006-11-14,3.6,379.0,47.0,-1.0,11.23,
2006-11-15,5.9,356.0,45.0,-1.0,11.25,
2006-11-16,4.9,403.0,52.0,-1.0,11.28,
2006-11-17,5.3,365.0,47.0,-1.0,11.3,
2006-11-18,7.8,370.0,47.0,-1.0,11.33,
2006-11-19,8.5,407.0,45.0,-1.0,11.35,
2006-11-20,7.0,383.0,30.0,-1.0,11.38,
2006-11-21,5.2,350.0,0.0,-1.0,11.41,
2006-11-22,7.7,351.0,0.0,-1.0,11.43,
2006-11-23,8.7,438.0,12.0,-1.0,11.46,
2006-11-24,5.4,576.0,0.0,-1.0,11.48,
2006-11-25,5.1,594.0,13.0,-1.0,11.51,
2006-11-26,4.3,619.0,15.0,-1.0,11.53,
2006-11-27,4.0,553.0,33.0,-1.0,11.56,
2006-11-28,3.4,492.0,38.0,-1.0,11.59,
2006-11-29,10.9,440.0,40.0,-1.0,11.68,
2006-11-30,7.6,410.0,58.0,-1.0,11.87,
2006-12-01,4.6,395.0,56.0,-1.0,12.06,
2006-12-02,5.1,378.0,53.0,-1.0,12.26,
2006-12-03,3.9,366.0,46.0,-1.0,12.45,
2006-12-04,3.8,328.0,39.0,-1.0,12.64,
2006-12-05,5.1,320.0,46.0,-1.0,12.83,
2006-12-06,10.4,473.0,54.0,-1.0,13.02,
2006-12-07,6.4,639.0,51.0,-1.0,13.21,
2006-12-08,6.1,624.0,28.0,-1.0,13.4,
2006-12-09,4.2,506.0,21.0,-1.0,13.59,
2006-12-10,5.7,600.0,23.0,-1.0,13.78,
2006-12-11,6.4,645.0,28.0,-1.0,13.97,
2006-12-12,5.7,682.0,28.0,-1.0,14.16,
2006-12-13,4.9,633.0,26.0,-1.0,14.35,
2006-12-14,7.8,723.0,23.0,-1.0,14.54,
2006-12-15,9.4,698.0,21.0,-1.0,14.73,
2006-12-16,4.5,630.0,20.0,-1.0,14.92,
2006-12-17,3.8,572.0,15.0,-1.0,15.12,
2006-12-18,5.8,450.0,0.0,-1.0,15.31,
2006-12-19,6.4,571.0,0.0,-1.0,15.5,
2006-12-20,5.8,652.0,0.0,-1.0,15.69,
2006-12-21,4.9,678.0,0.0,-1.0,15.88,
2006-12-22,4.8,661.0,0.0,-1.0,16.07,
2006-12-23,4.4,610.0,0.0,-1.0,16.26,
2006-12-24,4.3,613.0,13.0,-1.0,16.45,
2006-12-25,3.5,565.0,16.0,-1.0,16.64,
2006-12-26,3.6,478.0,21.0,-1.0,16.79,
2006-12-27,2.2,390.0,20.0,-1.0,16.76,
2006-12-28,2.4,341.0,0.0,-1.0,16.73,
2006-12-29,3.7,343.0,0.0,-1.0,16.7,
2006-12-30,3.3,334.0,16.0,-1.0,16.66,
2006-12-31,3.1,316.0,28.0,-1.0,16.63,
2007-01-01,8.1,373.0,38.0,-1.0,16.6,
2007-01-02,7.8,566.0,42.0,-1.0,16.56,
2007-01-03,6.5,658.0,44.0,-1.0,16.53,
2007-01-04,4.4,650.0,44.0,-1.0,16.5,
2007-01-05,3.4,615.0,49.0,-1.0,16.46,
2007-01-06,3.2,492.0,47.0,-1.0,16.43,
2007-01-07,2.6,402.0,42.0,-1.0,16.4,
2007-01-08,2.3,345.0,52.0,-1.0,16.37,
2007-01-09,5.7,341.0,47.0,-1.0,16.33,
2007-01-10,6.3,397.0,42.0,-1.0,16.3,
2007-01-11,6.6,472.0,40.0,-1.0,16.27,
2007-01-12,5.7,430.0,28.0,-1.0,16.23,
2007-01-13,5.5,355.0,30.0,-1.0,16.2,
2007-01-14,8.1,350.0,19.0,-1.0,16.17,
2007-01-15,10.8,460.0,19.0,-1.0,16.13,
2007-01-16,6.5,604.0,19.0,-1.0,16.1,
2007-01-17,5.7,668.0,16.0,-1.0,16.07,
2007-01-18,4.7,635.0,17.0,-1.0,16.04,
2007-01-19,4.2,641.0,24.0,-1.0,16.0,
2007-01-20,3.8,608.0,19.0,-1.0,15.97,
2007-01-21,4.2,519.0,19.0,-1.0,15.94,
2007-01-22,4.0,449.0,21.0,-1.0,15.9,
2007-01-23,3.5,405.0,17.0,-1.0,15.8,
2007-01-24,2.7,371.0,19.0,-1.0,15.69,
2007-01-25,2.9,335.0,14.0,-1.0,15.58,
2007-01-26,3.8,316.0,12.0,-1.0,15.47,
2007-01-27,4.2,300.0,12.0,-1.0,15.36,
2007-01-28,4.8,334.0,14.0,-1.0,15.25,
2007-01-29,10.6,490.0,31.0,-1.0,15.14,
2007-01-30,5.3,667.0,35.0,-1.0,15.03,
2007-01-31,4.2,680.0,35.0,-1.0,14.92,
2007-02-01,3.6,591.0,38.0,-1.0,14.81,
2007-02-02,3.2,500.0,41.0,-1.0,14.7,
2007-02-03,2.6,412.0,36.0,-1.0,14.59,
2007-02-04,3.4,353.0,29.0,-1.0,14.48,
2007-02-05,3.9,340.0,27.0,-1.0,14.37,
2007-02-06,6.9,373.0,26.0,-1.0,14.26,
2007-02-07,6.2,417.0,26.0,-1.0,14.15,
2007-02-08,4.6,446.0,14.0,-1.0,14.04,
2007-02-09,4.1,435.0,12.0,-1.0,13.93,
2007-02-10,5.0,357.0,12.0,-1.0,13.82,
2007-02-11,6.0,292.0,0.0,-1.0,13.71,
2007-02-12,7.1,374.0,0.0,-1.0,13.6,
2007-02-13,8.9,524.0,0.0,-1.0,13.49,
2007-02-14,5.9,676.0,0.0,-1.0,13.38,
2007-02-15,3.9,672.0,0.0,-1.0,13.27,
2007-02-16,4.0,560.0,0.0,-1.0,13.16,
2007-02-17,4.3,487.0,14.0,-1.0,13.05,
2007-02-18,3.9,422.0,14.0,-1.0,12.94,
2007-02-19,3.4,395.0,34.0,-1.0,12.86,
2007-02-20,3.3,356.0,29.0,-1.0,12.81,
2007-02-21,3.1,325.0,17.0,-1.0,12.75,
2007-02-22,2.9,306.0,27.0,-1.0,12.69,
2007-02-23,3.7,286.0,26.0,-1.0,12.63,
2007-02-24,5.2,280.0,14.0,-1.0,12.57,
2007-02-25,4.8,296.0,14.0,-1.0,12.51,
2007-02-26,8.2,382.0,26.0,-1.0,12.45,
2007-02-27,7.3,450.0,26.0,-1.0,12.4,
2007-02-28,5.6,635.0,14.0,-1.0,12.34,
2007-03-01,3.2,612.0,11.0,-1.0,12.28,
2007-03-02,2.9,480.0,11.0,-1.0,12.22,
2007-03-03,3.0,362.0,11.0,-1.0,12.16,
2007-03-04,4.2,362.0,13.0,-1.0,12.1,
2007-03-05,5.8,412.0,27.0,-1.0,12.04,
2007-03-06,8.1,500.0,22.0,-1.0,11.98,
2007-03-07,5.6,583.0,0.0,-1.0,11.93,
2007-03-08,2.9,460.0,0.0,-1.0,11.87,
2007-03-09,3.6,366.0,0.0,-1.0,11.81,
2007-03-10,3.7,337.0,0.0,-1.0,11.75,
2007-03-11,7.0,344.0,14.0,-1.0,11.69,
2007-03-12,8.2,493.0,13.0,-1.0,11.63,
2007-03-13,6.1,666.0,0.0,-1.0,11.57,
2007-03-14,4.3,669.0,0.0,-1.0,11.52,
2007-03-15,3.7,628.0,0.0,-1.0,11.46,
2007-03-16,3.8,620.0,0.0,-1.0,11.4,
2007-03-17,2.9,563.0,0.0,-1.0,11.34,
2007-03-18,2.8,469.0,0.0,-1.0,11.33,
2007-03-19,2.8,394.0,0.0,-1.0,11.41,
2007-03-20,2.8,331.0,0.0,-1.0,11.5,
2007-03-21,2.3,294.0,0.0,-1.0,11.58,
2007-03-22,3.4,271.0,0.0,-1.0,11.67,
2007-03-23,6.0,308.0,13.0,-1.0,11.75,
2007-03-24,8.7,360.0,13.0,-1.0,11.83,
2007-03-25,7.3,418.0,0.0,-1.0,11.92,
2007-03-26,5.2,469.0,14.0,-1.0,12.0,
2007-03-27,6.8,468.0,13.0,-1.0,12.09,
2007-03-28,2.9,528.0,13.0,-1.0,12.17,
2007-03-29,2.6,402.0,13.0,-1.0,12.26,
2007-03-30,4.2,377.0,11.0,-1.0,12.34,
2007-03-31,4.6,346.0,11.0,-1.0,12.42,
2007-04-01,7.6,513.0,16.0,-1.0,12.51,
2007-04-02,5.5,602.0,0.0,-1.0,12.59,
2007-04-03,4.0,591.0,0.0,-1.0,12.68,
2007-04-04,3.6,508.0,0.0,-1.0,12.76,
2007-04-05,3.5,417.0,0.0,-1.0,12.85,
2007-04-06,2.7,366.0,0.0,-1.0,12.93,
2007-04-07,2.3,328.0,0.0,-1.0,13.01,
2007-04-08,2.8,303.0,0.0,-1.0,13.1,
2007-04-09,7.1,415.0,0.0,-1.0,13.18,
2007-04-10,5.7,412.0,0.0,-1.0,13.27,
2007-04-11,4.9,484.0,0.0,-1.0,13.35,
2007-04-12,4.2,512.0,0.0,-1.0,13.44,
2007-04-13,2.4,410.0,0.0,-1.0,13.52,
2007-04-14,4.3,361.0,0.0,-1.0,13.6,
2007-04-15,3.7,358.0,0.0,-1.0,13.6,
2007-04-16,2.6,336.0,0.0,-1.0,13.6,
2007-04-17,6.2,341.0,11.0,-1.0,13.6,
2007-04-18,4.4,367.0,0.0,-1.0,13.6,
2007-04-19,3.5,394.0,0.0,-1.0,13.6,
2007-04-20,2.8,343.0,0.0,-1.0,13.6,
2007-04-21,2.3,304.0,0.0,-1.0,13.6,
2007-04-22,7.4,362.0,0.0,-1.0,13.6,
2007-04-23,5.7,471.0,0.0,-1.0,13.6,
2007-04-24,4.1,431.0,0.0,-1.0,13.6,
2007-04-25,4.1,443.0,13.0,-1.0,13.6,
2007-04-26,3.9,439.0,16.0,-1.0,13.6,
2007-04-27,5.9,474.0,18.0,-1.0,13.6,
2007-04-28,5.9,601.0,23.0,-1.0,13.6,
2007-04-29,4.4,657.0,32.0,-1.0,13.6,
2007-04-30,4.1,616.0,34.0,-1.0,13.6,
2007-05-01,2.9,509.0,33.0,-1.0,13.6,
2007-05-02,2.7,424.0,33.0,-1.0,13.6,
2007-05-03,3.4,337.0,20.0,-1.0,13.6,
2007-05-04,3.1,320.0,18.0,-1.0,13.6,
2007-05-05,3.0,290.0,17.0,-1.0,13.6,
2007-05-06,2.1,275.0,15.0,-1.0,13.6,
2007-05-07,10.0,380.0,13.0,-1.0,13.6,
2007-05-08,6.0,606.0,15.0,-1.0,13.6,
2007-05-09,2.9,569.0,18.0,-1.0,13.6,
2007-05-10,2.9,458.0,20.0,-1.0,13.6,
2007-05-11,2.7,413.0,23.0,-1.0,13.6,
2007-05-12,2.1,363.0,22.0,-1.0,13.66,
2007-05-13,2.5,329.0,18.0,-1.0,13.73,
2007-05-14,1.9,312.0,30.0,-1.0,13.8,
2007-05-15,3.3,330.0,30.0,-1.0,13.88,
2007-05-16,4.2,326.0,32.0,-1.0,13.95,
2007-05-17,5.1,310.0,40.0,-1.0,14.02,
2007-05-18,11.9,472.0,42.0,-1.0,14.1,
2007-05-19,5.2,595.0,37.0,-1.0,14.17,
2007-05-20,3.3,591.0,23.0,-1.0,14.24,
2007-05-21,3.6,508.0,18.0,-1.0,14.32,
2007-05-22,10.0,443.0,15.0,-1.0,14.39,
2007-05-23,8.4,489.0,23.0,-1.0,14.46,
2007-05-24,7.0,600.0,15.0,-1.0,14.54,
2007-05-25,4.6,658.0,0.0,-1.0,14.61,
2007-05-26,4.6,660.0,0.0,-1.0,14.68,
2007-05-27,3.4,649.0,0.0,-1.0,14.76,
2007-05-28,2.0,528.0,0.0,-1.0,14.83,
2007-05-29,2.3,409.0,12.0,-1.0,14.9,
2007-05-30,2.4,362.0,12.0,-1.0,14.98,
2007-05-31,3.0,316.0,12.0,-1.0,15.05,
2007-06-01,6.5,349.0,34.0,-1.0,15.12,
2007-06-02,9.3,380.0,44.0,-1.0,15.2,
2007-06-03,5.9,425.0,55.0,-1.0,15.27,
2007-06-04,5.6,491.0,60.0,-1.0,15.34,
2007-06-05,3.2,429.0,62.0,-1.0,15.42,
2007-06-06,2.2,364.0,58.0,-1.0,15.49,
2007-06-07,3.0,332.0,66.0,-1.0,15.56,
2007-06-08,7.0,354.0,60.0,-1.0,15.58,
2007-06-09,6.4,413.0,21.0,-1.0,15.53,
2007-06-10,4.5,411.0,16.0,-1.0,15.48,
2007-06-11,4.0,346.0,16.0,-1.0,15.43,
2007-06-12,4.4,307.0,14.0,-1.0,15.38,
2007-06-13,7.0,317.0,14.0,-1.0,15.34,
2007-06-14,9.0,483.0,0.0,-1.0,15.29,
2007-06-15,3.8,573.0,0.0,-1.0,15.24,
2007-06-16,3.8,497.0,0.0,-1.0,15.19,
2007-06-17,4.7,468.0,0.0,-1.0,15.15,
2007-06-18,3.8,480.0,0.0,-1.0,15.1,
2007-06-19,4.0,440.0,0.0,-1.0,15.05,
2007-06-20,3.4,426.0,0.0,-1.0,15.0,
2007-06-21,5.1,447.0,0.0,-1.0,14.96,
2007-06-22,5.6,526.0,0.0,-1.0,14.91,
2007-06-23,4.3,546.0,0.0,-1.0,14.86,
2007-06-24,4.3,486.0,0.0,-1.0,14.81,
2007-06-25,3.5,419.0,12.0,-1.0,14.77,
2007-06-26,3.9,378.0,14.0,-1.0,14.72,
2007-06-27,3.4,372.0,14.0,-1.0,14.67,
2007-06-28,3.9,365.0,16.0,-1.0,14.62,
2007-06-29,6.2,378.0,32.0,-1.0,14.57,
2007-06-30,5.3,503.0,32.0,-1.0,14.53,
2007-07-01,3.5,413.0,30.0,-1.0,14.48,
2007-07-02,3.0,377.0,17.0,-1.0,14.43,
2007-07-03,5.9,366.0,14.0,-1.0,14.38,
2007-07-04,5.6,551.0,14.0,-1.0,14.34,
2007-07-05,3.6,493.0,14.0,-1.0,14.29,
2007-07-06,4.6,440.0,14.0,-1.0,14.25,
2007-07-07,4.2,439.0,12.0,-1.0,14.22,
2007-07-08,3.1,385.0,16.0,-1.0,14.18,
2007-07-09,2.7,327.0,22.0,-1.0,14.14,
2007-07-10,5.1,312.0,27.0,-1.0,14.11,
2007-07-11,8.6,530.0,27.0,-1.0,14.07,
2007-07-12,3.0,541.0,23.0,-1.0,14.03,
2007-07-13,2.9,439.0,41.0,-1.0,14.0,
2007-07-14,8.6,447.0,42.0,-1.0,13.96,
2007-07-15,3.9,543.0,39.0,-1.0,13.92,
2007-07-16,3.1,475.0,31.0,-1.0,13.89,
2007-07-17,2.5,410.0,17.0,-1.0,13.85,
2007-07-18,2.0,348.0,14.0,-1.0,13.81,
2007-07-19,2.6,318.0,12.0,-1.0,13.78,
2007-07-20,7.1,375.0,0.0,-1.0,13.74,
2007-07-21,5.4,490.0,0.0,-1.0,13.7,
2007-07-22,3.0,426.0,0.0,-1.0,13.67,
2007-07-23,3.2,386.0,0.0,-1.0,13.63,
2007-07-24,2.7,360.0,0.0,-1.0,13.59,
2007-07-25,2.5,316.0,0.0,-1.0,13.56,
2007-07-26,5.5,341.0,0.0,-1.0,13.52,
2007-07-27,4.4,439.0,0.0,-1.0,13.48,
2007-07-28,2.7,366.0,14.0,-1.0,13.45,
2007-07-29,8.7,487.0,14.0,-1.0,13.41,
2007-07-30,4.7,573.0,14.0,-1.0,13.37,
2007-07-31,2.8,544.0,0.0,-1.0,13.34,
2007-08-01,6.2,587.0,0.0,-1.0,13.3,
2007-08-02,3.8,580.0,0.0,-1.0,13.39,
2007-08-03,3.2,497.0,11.0,-1.0,13.48,
2007-08-04,1.8,383.0,11.0,-1.0,13.57,
2007-08-05,2.1,324.0,11.0,-1.0,13.66,
2007-08-06,7.2,353.0,13.0,-1.0,13.75,
2007-08-07,5.6,635.0,13.0,-1.0,13.85,
2007-08-08,3.0,550.0,15.0,-1.0,13.94,
2007-08-09,2.7,431.0,15.0,-1.0,14.03,
2007-08-10,6.7,434.0,15.0,-1.0,14.12,
2007-08-11,4.1,534.0,13.0,-1.0,14.21,
2007-08-12,3.0,457.0,13.0,-1.0,14.3,
2007-08-13,2.5,377.0,13.0,-1.0,14.4,
2007-08-14,3.3,344.0,0.0,-1.0,14.49,
2007-08-15,5.4,420.0,0.0,-1.0,14.58,
2007-08-16,4.9,444.0,0.0,-1.0,14.67,
2007-08-17,4.8,410.0,0.0,-1.0,14.76,
2007-08-18,4.6,376.0,0.0,-1.0,14.85,
2007-08-19,5.6,372.0,0.0,-1.0,14.95,
2007-08-20,3.5,365.0,0.0,-1.0,15.04,
2007-08-21,4.1,337.0,15.0,-1.0,15.13,
2007-08-22,3.1,322.0,13.0,-1.0,15.22,
2007-08-23,2.9,319.0,13.0,-1.0,15.31,
2007-08-24,2.5,298.0,13.0,-1.0,15.4,
2007-08-25,5.9,325.0,13.0,-1.0,15.5,
2007-08-26,9.4,380.0,13.0,-1.0,15.59,
2007-08-27,5.8,620.0,13.0,-1.0,15.68,
2007-08-28,3.6,620.0,13.0,-1.0,15.77,
2007-08-29,3.1,520.0,13.0,-1.0,15.76,
2007-08-30,2.8,441.0,13.0,-1.0,15.71,
2007-08-31,4.7,386.0,28.0,-1.0,15.66,
2007-09-01,5.6,457.0,24.0,-1.0,15.61,
2007-09-02,5.8,600.0,13.0,-1.0,15.56,
2007-09-03,3.7,623.0,13.0,-1.0,15.51,
2007-09-04,2.9,593.0,13.0,-1.0,15.46,
2007-09-05,4.4,495.0,13.0,-1.0,15.41,
2007-09-06,5.2,441.0,0.0,-1.0,15.35,
2007-09-07,3.5,522.0,0.0,-1.0,15.3,
2007-09-08,2.7,471.0,0.0,-1.0,15.25,
2007-09-09,2.5,373.0,0.0,-1.0,15.2,
2007-09-10,2.8,325.0,0.0,-1.0,15.15,
2007-09-11,4.4,307.0,0.0,-1.0,15.1,
2007-09-12,3.4,282.0,0.0,-1.0,15.05,
2007-09-13,2.0,268.0,0.0,-1.0,14.99,
2007-09-14,6.4,298.0,0.0,-1.0,14.94,
2007-09-15,5.8,397.0,0.0,-1.0,14.89,
2007-09-16,3.1,368.0,0.0,-1.0,14.84,
2007-09-17,3.5,327.0,0.0,-1.0,14.79,
2007-09-18,3.1,341.0,0.0,-1.0,14.74,
2007-09-19,3.4,342.0,0.0,-1.0,14.69,
2007-09-20,6.2,364.0,0.0,-1.0,14.64,
2007-09-21,7.8,480.0,0.0,-1.0,14.58,
2007-09-22,6.0,602.0,0.0,-1.0,14.53,
2007-09-23,4.6,652.0,0.0,-1.0,14.48,
2007-09-24,3.5,655.0,0.0,-1.0,14.43,
2007-09-25,3.3,566.0,0.0,-1.0,14.41,
2007-09-26,2.2,462.0,0.0,-1.0,14.44,
2007-09-27,4.6,424.0,0.0,-1.0,14.47,
2007-09-28,5.8,567.0,15.0,-1.0,14.5,
2007-09-29,5.3,630.0,15.0,-1.0,14.53,
2007-09-30,3.1,624.0,15.0,-1.0,14.56,
2007-10-01,2.6,519.0,0.0,-1.0,14.59,
2007-10-02,3.5,436.0,0.0,-1.0,14.62,
2007-10-03,5.5,520.0,0.0,-1.0,14.65,
2007-10-04,3.3,552.0,0.0,-1.0,14.68,
2007-10-05,2.9,466.0,0.0,-1.0,14.71,
2007-10-06,3.1,387.0,19.0,-1.0,14.73,
2007-10-07,2.9,348.0,16.0,-1.0,14.76,
2007-10-08,3.2,310.0,12.0,-1.0,14.79,
2007-10-09,2.2,289.0,0.0,-1.0,14.82,
2007-10-10,2.2,272.0,0.0,-1.0,14.85,
2007-10-11,1.3,265.0,0.0,-1.0,14.88,
2007-10-12,5.6,301.0,0.0,-1.0,14.91,
2007-10-13,4.7,334.0,0.0,-1.0,14.94,
2007-10-14,4.6,314.0,0.0,-1.0,14.97,
2007-10-15,6.6,306.0,0.0,-1.0,15.0,
2007-10-16,4.5,325.0,0.0,-1.0,15.03,
2007-10-17,3.4,333.0,0.0,-1.0,15.06,
2007-10-18,8.8,414.0,0.0,-1.0,15.09,
2007-10-19,7.3,614.0,0.0,-1.0,15.12,
2007-10-20,3.6,640.0,0.0,-1.0,15.15,
2007-10-21,2.9,499.0,0.0,-1.0,15.17,
2007-10-22,4.4,444.0,0.0,-1.0,15.2,
2007-10-23,3.4,412.0,0.0,-1.0,15.18,
2007-10-24,3.6,364.0,0.0,-1.0,15.17,
2007-10-25,6.3,469.0,0.0,-1.0,15.15,
2007-10-26,4.5,654.0,0.0,-1.0,15.14,
2007-10-27,4.0,567.0,0.0,-1.0,15.12,
2007-10-28,3.1,494.0,0.0,-1.0,15.11,
2007-10-29,4.9,468.0,0.0,-1.0,15.1,
2007-10-30,3.5,517.0,0.0,-1.0,15.08,
2007-10-31,2.8,448.0,0.0,-1.0,15.07,
2007-11-01,3.0,372.0,0.0,-1.0,15.05,
2007-11-02,3.1,341.0,0.0,-1.0,15.04,
2007-11-03,3.7,315.0,0.0,-1.0,15.02,
2007-11-04,3.3,307.0,0.0,-1.0,15.01,
2007-11-05,3.2,298.0,0.0,-1.0,14.99,
2007-11-06,2.3,273.0,13.0,-1.0,14.98,
2007-11-07,2.5,257.0,0.0,-1.0,14.96,
2007-11-08,3.8,291.0,0.0,-1.0,14.95,
2007-11-09,7.3,343.0,0.0,-1.0,14.93,
2007-11-10,5.8,416.0,0.0,-1.0,14.92,
2007-11-11,3.7,385.0,0.0,-1.0,14.9,
2007-11-12,5.0,366.0,0.0,-1.0,14.89,
2007-11-13,9.4,532.0,0.0,-1.0,14.88,
2007-11-14,4.6,637.0,0.0,-1.0,14.86,
2007-11-15,4.9,597.0,0.0,-1.0,14.85,
2007-11-16,4.2,553.0,16.0,-1.0,14.83,
2007-11-17,4.0,462.0,15.0,-1.0,14.82,
2007-11-18,3.9,383.0,0.0,-1.0,14.8,
2007-11-19,5.2,386.0,0.0,-1.0,14.8,
