date,HMF,wind_speed,HCS_tilt,polarity,SSN,daily_OSF
1995-04-26,9.3,457.0,10.55,1.0,0,9.08255855750934
1995-04-27,6.9,667.0,10.5,1.0,12,9.52183851858464
1995-04-28,4.5,576.0,10.45,1.0,0,6.522355520388078
1995-04-29,4.3,508.0,10.4,1.0,0,7.165206325133356
1995-04-30,4.9,425.0,10.35,1.0,0,7.217650873033951
1995-05-01,5.3,382.0,10.3,1.0,12,5.895424787277747
1995-05-02,11.8,548.0,10.25,1.0,0,16.867993378453424
1995-05-03,6.6,721.0,10.2,1.0,0,11.161650733481151
1995-05-04,6.5,681.0,10.19,1.0,11,10.742006951609998
1995-05-05,5.7,701.0,10.18,1.0,13,9.9161888293509
1995-05-06,4.9,705.0,10.18,1.0,12,9.090370707091806
1995-05-07,6.0,644.0,10.17,1.0,11,9.638145262799409
1995-05-08,5.7,572.0,10.16,1.0,12,8.18718327200871
1995-05-09,3.9,517.0,10.16,1.0,13,6.73622128121801
1995-05-10,3.4,441.0,10.15,1.0,15,7.699002859018776
1995-05-11,4.2,398.0,10.14,1.0,16,8.661784436819543
1995-05-12,4.0,356.0,10.13,1.0,35,5.291107089435496
1995-05-13,6.4,328.0,10.13,1.0,35,7.714093635979359
1995-05-14,5.2,353.0,10.12,1.0,36,7.696044232652249
1995-05-15,2.7,324.0,10.11,1.0,48,3.580089872992549
1995-05-16,12.5,425.0,10.1,1.0,54,12.411401764660091
1995-05-17,5.4,462.0,10.1,1.0,58,8.286659548101467
1995-05-18,6.3,427.0,10.09,1.0,54,8.620623956273288
1995-05-19,7.0,427.0,10.08,1.0,47,9.48525253819907
1995-05-20,6.5,427.0,10.07,1.0,36,8.522412205338869
1995-05-21,5.1,391.0,10.07,1.0,17,7.559571872478665
1995-05-22,4.8,367.0,10.06,1.0,13,6.596731539618464
1995-05-23,7.8,398.0,10.05,1.0,0,14.54351595103663
1995-05-24,8.2,619.0,10.05,1.0,0,15.103424091514668
1995-05-25,5.1,550.0,10.04,1.0,0,10.360863383741131
1995-05-26,5.5,499.0,10.03,1.0,0,8.259785753537795
1995-05-27,4.8,466.0,10.02,1.0,0,7.402695292471858
1995-05-28,5.0,432.0,10.02,1.0,12,6.545604831405921
1995-05-29,7.4,411.0,10.01,1.0,16,6.173160600062013
1995-05-30,11.1,571.0,10.0,1.0,13,21.35158132756832
1995-05-31,6.9,697.0,10.01,1.0,12,13.474428493093034
1995-06-01,5.2,667.0,10.02,1.0,12,9.397625340223485
1995-06-02,4.9,645.0,10.03,1.0,13,7.89271237503183
1995-06-03,4.9,633.0,10.04,1.0,17,6.985819460377693
1995-06-04,5.0,545.0,10.05,1.0,20,11.115393182255112
1995-06-05,5.2,445.0,10.06,1.0,43,11.810700694376427
1995-06-06,5.0,425.0,10.08,1.0,35,10.636534612132284
1995-06-07,3.9,363.0,10.09,1.0,40,7.831777608288621
1995-06-08,2.6,331.0,10.1,1.0,40,5.220859565959811
1995-06-09,6.2,319.0,10.11,1.0,35,10.620031446139334
1995-06-10,7.3,387.0,10.12,1.0,43,9.704056907595584
1995-06-11,5.3,373.0,10.13,1.0,35,9.830491017862377
1995-06-12,3.2,337.0,10.14,1.0,29,6.289463976970925
1995-06-13,3.3,285.0,10.15,1.0,24,4.213189921691906
1995-06-14,4.3,308.0,10.16,1.0,17,6.858958453268682
1995-06-15,5.5,323.0,10.17,1.0,0,8.20398271332243
1995-06-16,7.2,349.0,10.19,1.0,0,7.172236879789208
1995-06-17,3.5,365.0,10.2,1.0,10,5.082682170220003
1995-06-18,8.9,345.0,10.21,1.0,13,9.189626857590415
1995-06-19,11.7,530.0,10.22,1.0,26,16.119882404062842
1995-06-20,6.4,668.0,10.23,1.0,19,10.541714646575144
1995-06-21,4.8,651.0,10.24,1.0,22,6.47080349915384
1995-06-22,4.0,563.0,10.25,1.0,24,7.567922256140943
1995-06-23,4.5,489.0,10.26,1.0,23,7.872010178638304
1995-06-24,4.4,422.0,10.27,1.0,19,8.645412987302109
1995-06-25,7.1,427.0,10.28,1.0,19,11.10838844691303
1995-06-26,6.8,520.0,10.3,1.0,17,11.901966131873545
1995-06-27,4.6,453.0,10.29,1.0,14,8.945176377356868
1995-06-28,5.2,366.0,10.28,1.0,13,7.157246467151815
1995-06-29,6.6,374.0,10.27,1.0,20,13.875344543334784
1995-06-30,6.6,461.0,10.26,1.0,33,10.355492530903192
1995-07-01,9.3,402.0,10.25,1.0,42,12.11146845330124
1995-07-02,7.3,344.0,10.24,1.0,35,8.341129761065188
1995-07-03,5.9,340.0,10.23,1.0,20,10.73057336273118
1995-07-04,3.9,384.0,10.22,1.0,20,4.44433461946636
1995-07-05,2.9,358.0,10.21,1.0,31,6.416411407685945
1995-07-06,2.4,326.0,10.19,1.0,38,2.631987204169828
1995-07-07,3.6,340.0,10.18,1.0,41,5.155531246291425
1995-07-08,4.4,328.0,10.17,1.0,35,5.715488402676609
1995-07-09,4.0,322.0,10.16,1.0,39,4.0390766378727685
1995-07-10,2.3,295.0,10.15,1.0,30,5.228054966891026
1995-07-11,2.8,272.0,10.14,1.0,25,2.6277141639311044
1995-07-12,5.0,283.0,10.13,1.0,18,4.461826036040644
1995-07-13,8.8,302.0,10.12,1.0,15,12.628719656865488
1995-07-14,7.1,312.0,10.11,1.0,18,11.5143177036943
1995-07-15,4.6,367.0,10.1,1.0,27,7.251530198051205
1995-07-16,8.2,436.0,10.08,1.0,24,13.01494355251305
1995-07-17,6.5,655.0,10.07,1.0,22,9.78471735203451
1995-07-18,5.0,629.0,10.06,1.0,20,6.481776394768784
1995-07-19,5.0,503.0,10.05,1.0,30,6.099248212588933
1995-07-20,4.7,504.0,10.04,1.0,32,7.182295022376628
1995-07-21,4.8,439.0,10.03,1.0,20,8.657033559806022
1995-07-22,6.2,380.0,10.02,1.0,15,8.779781960120468
1995-07-23,4.8,376.0,10.01,1.0,0,8.326189024988727
1995-07-24,10.1,421.0,9.97,1.0,0,7.590479838060305
1995-07-25,6.0,464.0,9.85,1.0,0,13.209420783270389
1995-07-26,4.3,404.0,9.73,1.0,10,6.43711360407947
1995-07-27,4.6,367.0,9.62,1.0,11,8.737933056022174
1995-07-28,4.5,368.0,9.5,1.0,0,8.132883401246307
1995-07-29,5.4,371.0,9.38,1.0,0,7.527833746470442
1995-07-30,5.7,327.0,9.26,1.0,0,2.932692700849848
1995-07-31,4.5,329.0,9.15,1.0,14,5.675746732210759
1995-08-01,4.1,360.0,9.03,1.0,18,6.966488714229131
1995-08-02,3.3,326.0,8.91,1.0,19,3.968692174807696
1995-08-03,4.9,384.0,8.79,1.0,22,8.582292645257548
1995-08-04,5.7,351.0,8.68,1.0,20,8.255684375007002
1995-08-05,4.1,363.0,8.56,1.0,20,5.75537119559725
1995-08-06,4.1,349.0,8.44,1.0,28,4.696078417757881
1995-08-07,6.0,387.0,8.33,1.0,23,8.500497612547425
1995-08-08,8.4,525.0,8.21,1.0,17,13.74655136091068
1995-08-09,5.8,575.0,8.09,1.0,11,8.8959876851596
1995-08-10,5.0,551.0,7.97,1.0,13,8.271015718562586
1995-08-11,4.9,465.0,7.86,1.0,14,7.89769262039065
1995-08-12,5.7,462.0,7.74,1.0,0,12.042387464789478
1995-08-13,7.3,431.0,7.62,1.0,11,13.075390059907352
1995-08-14,6.1,613.0,7.5,1.0,0,8.246505099247608
1995-08-15,4.3,585.0,7.39,1.0,15,6.597555626129298
1995-08-16,3.2,523.0,7.27,1.0,27,4.52612676575089
1995-08-17,5.6,416.0,7.15,1.0,17,6.909748653818463
1995-08-18,5.6,400.0,7.03,1.0,0,8.70781253209203
1995-08-19,5.2,379.0,6.92,1.0,0,6.602149509742462
1995-08-20,4.0,395.0,6.8,1.0,10,5.427363915076112
1995-08-21,4.2,362.0,6.81,1.0,0,7.378646300177664
1995-08-22,4.6,350.0,6.83,1.0,10,5.029657204929037
1995-08-23,8.9,357.0,6.84,1.0,19,8.844711962057751
1995-08-24,6.6,323.0,6.86,1.0,40,9.068100055569143
1995-08-25,6.7,416.0,6.87,1.0,38,9.696903003950162
1995-08-26,4.0,385.0,6.89,1.0,52,6.945877463884432
1995-08-27,4.1,363.0,6.9,1.0,41,6.854672999262101
1995-08-28,4.0,380.0,6.92,1.0,31,8.055875180212102
1995-08-29,4.9,375.0,6.93,1.0,18,5.968579932871271
1995-08-30,3.8,374.0,6.95,1.0,17,7.617138798510458
1995-08-31,2.9,309.0,6.96,1.0,14,5.104401606536387
1995-09-01,3.4,301.0,6.98,1.0,12,4.055677455735502
1995-09-02,3.8,298.0,6.99,1.0,11,5.112758946112483
1995-09-03,2.4,309.0,7.01,1.0,11,3.2139183382251475
1995-09-04,3.2,320.0,7.02,1.0,21,4.836599458372428
1995-09-05,10.9,386.0,7.03,1.0,21,14.703539684762358
1995-09-06,6.9,553.0,7.05,1.0,11,13.512821977702668
1995-09-07,6.3,577.0,7.06,1.0,11,11.558158415227824
1995-09-08,6.4,591.0,7.08,1.0,0,8.613969085232696
1995-09-09,4.3,548.0,7.09,1.0,0,8.177061003038881
1995-09-10,5.7,442.0,7.11,1.0,0,8.773239284845156
1995-09-11,6.1,550.0,7.12,1.0,0,10.072985671627386
1995-09-12,5.6,504.0,7.14,1.0,12,10.546987847543306
1995-09-13,4.9,595.0,7.15,1.0,11,10.120835087819966
1995-09-14,2.9,480.0,7.17,1.0,0,4.950248665632404
1995-09-15,8.8,418.0,7.18,1.0,13,10.752969325702296
1995-09-16,5.5,467.0,7.2,1.0,11,6.485055393662387
1995-09-17,4.9,391.0,7.17,1.0,0,8.419061697377888
1995-09-18,4.6,350.0,7.12,1.0,0,4.259756109792863
1995-09-19,3.2,319.0,7.07,1.0,15,5.3745365027818
1995-09-20,4.8,363.0,7.02,1.0,28,6.07723856340306
1995-09-21,4.8,382.0,6.97,1.0,29,4.577701895056026
1995-09-22,4.8,353.0,6.93,1.0,40,6.751845580382935
1995-09-23,5.9,390.0,6.88,1.0,38,6.329110636101924
1995-09-24,3.6,386.0,6.83,1.0,40,6.371686851326345
1995-09-25,4.1,328.0,6.78,1.0,34,5.185253040284483
1995-09-26,4.8,336.0,6.74,1.0,33,6.721378197011331
1995-09-27,8.7,375.0,6.69,1.0,34,7.412123971787173
1995-09-28,5.5,381.0,6.64,1.0,12,8.152160463523513
1995-09-29,5.2,374.0,6.59,1.0,12,6.422465823612352
1995-09-30,5.7,334.0,6.55,1.0,11,12.623638900284757
1995-10-01,4.3,317.0,6.5,1.0,0,6.863071060063247
1995-10-02,8.0,355.0,6.45,1.0,0,9.64898125303922
1995-10-03,7.6,432.0,6.4,1.0,0,9.740774010633157
1995-10-04,9.0,572.0,6.35,1.0,0,9.032602650982914
1995-10-05,5.3,608.0,6.31,1.0,0,10.102946827706043
1995-10-06,5.8,530.0,6.26,1.0,0,9.597030458315844
1995-10-07,5.6,592.0,6.21,1.0,15,8.920010045125672
1995-10-08,6.2,574.0,6.16,1.0,13,11.6107923459168
1995-10-09,5.9,524.0,6.12,1.0,32,8.561139423681293
1995-10-10,6.8,427.0,6.07,1.0,42,13.435823111268228
1995-10-11,5.6,454.0,6.02,1.0,70,9.895259268626358
1995-10-12,6.3,486.0,5.97,1.0,83,9.043930267877489
1995-10-13,5.0,468.0,5.93,1.0,84,10.2739838421738
1995-10-14,4.5,436.0,5.89,1.0,78,9.386575788597828
1995-10-15,4.7,364.0,5.87,1.0,45,8.499167735021857
1995-10-16,4.4,332.0,5.85,1.0,62,5.9846924913851
1995-10-17,5.6,313.0,5.82,1.0,54,6.8119014802981175
1995-10-18,8.6,366.0,5.8,1.0,41,5.607365666552153
1995-10-19,21.2,404.0,5.78,1.0,30,19.64013465779031
1995-10-20,10.6,492.0,5.76,1.0,26,11.713341780204988
1995-10-21,5.1,476.0,5.74,1.0,38,8.250997085257525
1995-10-22,5.4,406.0,5.71,1.0,38,6.70135956370627
1995-10-23,6.5,383.0,5.69,1.0,38,7.758245750343692
1995-10-24,4.0,411.0,5.67,1.0,36,5.050847660671467
1995-10-25,3.4,354.0,5.65,1.0,32,6.130289047475326
1995-10-26,3.8,339.0,5.63,1.0,32,5.462938551146373
1995-10-27,5.6,368.0,5.6,1.0,17,8.417005263884857
1995-10-28,6.0,349.0,5.58,1.0,15,6.62655823145419
1995-10-29,5.1,331.0,5.56,1.0,13,7.848769033630476
1995-10-30,7.4,355.0,5.54,1.0,0,11.188267676393714
1995-10-31,7.3,415.0,5.52,1.0,15,11.538837888906723
1995-11-01,7.0,558.0,5.49,1.0,0,10.256375883075696
1995-11-02,5.5,554.0,5.47,1.0,12,9.717244089668002
1995-11-03,5.0,460.0,5.45,1.0,12,10.63738343223115
1995-11-04,5.2,402.0,5.43,1.0,0,7.838951264876362
1995-11-05,8.5,465.0,5.41,1.0,0,11.402906486171876
1995-11-06,5.4,556.0,5.38,1.0,12,7.933049725125
1995-11-07,5.0,490.0,5.36,1.0,12,7.939352523333219
1995-11-08,4.0,426.0,5.34,1.0,12,7.0859593299711525
1995-11-09,3.8,400.0,5.32,1.0,14,8.574127122362135
1995-11-10,3.1,354.0,5.3,1.0,19,5.107876352623444
1995-11-11,4.4,327.0,5.3,1.0,14,6.68886012437433
1995-11-12,6.8,369.0,5.31,1.0,12,11.40603134600486
1995-11-13,4.4,351.0,5.31,1.0,12,9.123809497358168
1995-11-14,4.7,343.0,5.32,1.0,12,8.413392144702968
1995-11-15,5.4,340.0,5.32,1.0,31,4.503899538029298
1995-11-16,5.8,334.0,5.32,1.0,34,6.649576730198916
1995-11-17,5.2,362.0,5.33,1.0,51,5.384063270664001
1995-11-18,4.2,338.0,5.33,1.0,36,6.083018976075047
1995-11-19,4.4,360.0,5.33,1.0,16,5.280148694624748
1995-11-20,4.3,340.0,5.34,1.0,16,4.477278413174448
1995-11-21,3.4,316.0,5.34,1.0,14,4.679554830271248
1995-11-22,5.3,338.0,5.34,1.0,14,5.669471810172869
1995-11-23,5.5,348.0,5.35,1.0,14,6.65938879007449
1995-11-24,4.5,321.0,5.35,1.0,0,6.076778204588379
1995-11-25,3.7,312.0,5.36,1.0,0,6.08060704253487
1995-11-26,3.9,290.0,5.36,1.0,0,6.503516875530404
1995-11-27,5.1,266.0,5.36,1.0,0,12.717398305291002
1995-11-28,5.1,419.0,5.37,1.0,14,10.868786484764811
1995-11-29,5.1,479.0,5.37,1.0,17,9.02017466423862
1995-11-30,4.1,425.0,5.37,1.0,19,6.99748851370536
1995-12-01,5.8,381.0,5.38,1.0,24,4.974802363172098
1995-12-02,8.0,370.0,5.38,1.0,18,5.349955337810007
1995-12-03,4.9,381.0,5.38,1.0,24,5.758628412842587
1995-12-04,7.2,387.0,5.39,1.0,24,6.511036069503524
1995-12-05,5.3,392.0,5.39,1.0,21,10.072609319895674
1995-12-06,4.1,416.0,5.4,1.0,15,7.48102219395361
1995-12-07,4.5,420.0,5.4,1.0,15,9.842638861081628
1995-12-08,3.1,358.0,5.36,1.0,12,3.617904123508249
1995-12-09,5.6,347.0,5.32,1.0,28,6.449808347150973
1995-12-10,4.9,335.0,5.28,1.0,25,8.571490521878054
1995-12-11,3.2,317.0,5.24,1.0,27,5.027856664973902
1995-12-12,6.5,332.0,5.2,1.0,16,7.99876230561376
1995-12-13,6.6,338.0,5.16,1.0,15,6.361411964828691
1995-12-14,3.6,311.0,5.12,1.0,13,4.724061624043622
1995-12-15,7.1,347.0,5.08,1.0,12,7.725041177719885
1995-12-16,10.2,401.0,5.04,1.0,0,14.2302210719349
1995-12-17,5.7,420.0,5.0,1.0,0,8.359000053235071
1995-12-18,3.8,368.0,4.96,1.0,0,5.56098102840628
1995-12-19,4.8,338.0,4.92,1.0,0,5.680897184246665
1995-12-20,6.3,369.0,4.88,1.0,12,8.063201074469792
1995-12-21,6.95,355.5,4.84,1.0,13,6.818308062468011
1995-12-22,7.6,342.0,4.8,1.0,13,5.573415050466231
1995-12-23,6.0,364.0,4.76,1.0,12,7.082757037460639
1995-12-24,8.6,486.0,4.72,1.0,0,10.438691923956418
1995-12-25,6.3,612.0,4.68,1.0,18,9.783903243814866
1995-12-26,3.8,582.0,4.64,1.0,25,6.228828749109179
1995-12-27,3.8,475.0,4.6,1.0,27,8.146844391002762
1995-12-28,4.1,396.0,4.56,1.0,25,7.390684112488821
1995-12-29,3.6,359.0,4.52,1.0,13,6.494337599771009
1995-12-30,3.3,328.0,4.48,1.0,15,8.739744693510346
1995-12-31,6.8,401.0,4.44,1.0,0,10.985151787249682
1996-01-01,4.9,403.0,4.4,1.0,0,7.394590187280053
1996-01-02,4.9,398.0,4.36,1.0,14,9.179471063133215
1996-01-03,5.9,485.0,4.32,1.0,22,10.913490733546867
1996-01-04,4.4,443.0,4.27,1.0,35,9.000492693132369
1996-01-05,3.9,416.0,4.22,1.0,56,8.437023897189917
1996-01-06,3.6,389.0,4.17,1.0,55,7.240369367093516
1996-01-07,3.0,350.0,4.13,1.0,48,4.932636864758661
1996-01-08,3.6,346.0,4.08,1.0,41,5.255444009184363
1996-01-09,3.5,337.0,4.03,1.0,22,5.364896073886467
1996-01-10,4.4,318.0,3.98,1.0,13,8.180785390885141
1996-01-11,5.0,324.0,3.94,1.0,0,8.550300066135625
1996-01-12,5.2,332.0,3.89,1.0,0,9.425811854922351
1996-01-13,10.2,376.0,3.84,1.0,0,10.301323643709075
1996-01-14,8.9,465.0,3.79,1.0,0,11.346892345751195
1996-01-15,5.9,589.0,3.75,1.0,0,9.213453913816926
1996-01-16,4.7,527.0,3.7,1.0,0,7.186742095331454
1996-01-17,4.7,483.0,3.65,1.0,0,7.271451179486485
1996-01-18,4.5,492.0,3.6,1.0,0,7.405033409882269
1996-01-19,4.9,416.0,3.56,1.0,0,9.383121586838438
1996-01-20,7.7,469.0,3.51,1.0,0,7.905547809882455
1996-01-21,4.8,425.0,3.46,1.0,10,6.42797403292647
1996-01-22,4.2,387.0,3.41,1.0,0,6.48656830460622
1996-01-23,3.7,369.0,3.36,1.0,0,6.025537306041947
1996-01-24,4.6,362.0,3.32,1.0,13,8.474466185424388
1996-01-25,5.4,386.0,3.27,1.0,10,8.323014406241205
1996-01-26,5.6,408.0,3.22,1.0,10,10.56385461092374
1996-01-27,5.4,430.0,3.17,1.0,10,9.1422728460055
1996-01-28,6.0,417.0,3.13,1.0,12,9.71516402026807
1996-01-29,5.6,537.0,3.08,1.0,10,8.027471955329311
1996-01-30,6.3,527.0,3.03,1.0,19,14.632321424963004
1996-01-31,4.7,520.0,3.0,1.0,13,8.54082783476689
1996-02-01,3.6,448.0,2.99,1.0,16,6.424194674321008
1996-02-02,5.6,479.0,2.98,1.0,16,10.732706870670944
1996-02-03,4.6,466.0,2.98,1.0,12,10.7081134326816
1996-02-04,4.2,388.0,2.97,1.0,0,8.499374616044948
1996-02-05,4.2,374.0,2.96,1.0,0,6.290635799408295
1996-02-06,4.5,355.0,2.95,1.0,0,9.238257488741246
1996-02-07,5.0,363.0,2.95,1.0,0,8.580572145767668
1996-02-08,5.4,410.0,2.94,1.0,0,9.914496686973171
1996-02-09,5.1,389.0,2.93,1.0,0,9.165311542015
1996-02-10,6.3,391.0,2.92,1.0,0,11.69653545109017
1996-02-11,7.0,552.0,2.92,1.0,0,9.805126592818697
1996-02-12,5.0,551.0,2.91,1.0,0,8.113991511955085
1996-02-13,4.4,523.0,2.9,1.0,0,7.140293830357537
1996-02-14,5.2,493.0,2.89,1.0,0,8.942762930784594
1996-02-15,4.6,452.0,2.89,1.0,12,7.917613601825929
1996-02-16,8.2,373.0,2.88,1.0,0,8.175065411008335
1996-02-17,5.4,401.0,2.87,1.0,0,8.432517220190741
1996-02-18,5.1,411.0,2.87,1.0,0,7.719185002431377
1996-02-19,5.3,475.0,2.86,1.0,0,7.691256567674073
1996-02-20,4.0,490.0,2.85,1.0,14,7.663328132916769
1996-02-21,3.8,423.0,2.84,1.0,17,9.152128539594594
1996-02-22,5.6,418.0,2.84,1.0,14,9.474672665480524
1996-02-23,6.2,414.0,2.83,1.0,14,10.22961927075576
1996-02-24,6.9,459.0,2.82,1.0,29,9.803033712501549
1996-02-25,5.5,482.0,2.81,1.0,23,8.856037862906739
1996-02-26,5.3,544.0,2.81,1.0,14,9.01688069994821
1996-02-27,5.6,528.0,2.81,1.0,12,10.480682227962156
1996-02-28,3.6,478.0,2.87,1.0,14,7.902575213879689
1996-02-29,3.7,390.0,2.93,1.0,16,5.504733551412548
1996-03-01,4.0,375.0,2.99,1.0,0,6.096503882284097
1996-03-02,3.4,325.0,3.05,1.0,0,7.3087709989482414
1996-03-03,5.2,350.0,3.12,1.0,0,8.197776816226998
1996-03-04,5.6,419.0,3.18,1.0,12,9.976310320544409
1996-03-05,4.7,403.0,3.24,1.0,0,8.81915205276712
1996-03-06,5.0,390.0,3.3,1.0,19,8.460850953416427
1996-03-07,4.2,336.0,3.37,1.0,12,5.56114295745617
1996-03-08,6.7,336.0,3.43,1.0,0,5.261385091918837
1996-03-09,5.6,340.0,3.49,1.0,0,5.704015817152603
1996-03-10,5.8,399.0,3.55,1.0,0,9.728079267561656
1996-03-11,7.0,511.0,3.62,1.0,22,10.955794084216498
1996-03-12,5.2,536.0,3.68,1.0,22,9.230762420524188
1996-03-13,5.4,554.0,3.74,1.0,22,8.787008198484244
1996-03-14,4.2,523.0,3.8,1.0,18,9.228237378987318
1996-03-15,3.9,401.0,3.86,1.0,17,6.8010771461170325
1996-03-16,5.5,370.0,3.93,1.0,14,7.439592280532713
1996-03-17,5.4,425.0,3.99,1.0,12,8.647366024697725
1996-03-18,3.8,423.0,4.05,1.0,12,6.822427071180227
1996-03-19,5.3,413.0,4.11,1.0,11,8.007160366414908
1996-03-20,7.0,434.0,4.18,1.0,0,12.22418050111491
1996-03-21,6.9,567.0,4.24,1.0,17,12.448951857773036
1996-03-22,3.9,602.0,4.3,1.0,22,10.330362996853712
1996-03-23,4.2,469.0,4.36,1.0,22,8.21177413593439
1996-03-24,7.1,474.0,4.43,1.0,19,12.36724791892681
1996-03-25,6.3,547.0,4.49,1.0,18,12.02999485170367
1996-03-26,4.9,478.0,4.51,1.0,32,10.863474407442512
1996-03-27,4.9,445.0,4.53,1.0,29,9.880004688840064
1996-03-28,5.4,450.0,4.55,1.0,25,10.259901629531992
1996-03-29,4.5,416.0,4.57,1.0,14,7.804818637531308
1996-03-30,2.8,381.0,4.59,1.0,0,5.960385016470762
1996-03-31,3.6,350.0,4.61,1.0,0,5.525045140326952
1996-04-01,4.7,350.0,4.62,1.0,0,6.674700603256117
1996-04-02,3.4,334.0,4.64,1.0,14,5.463452669526996
1996-04-03,4.2,361.0,4.66,1.0,16,5.395363457258071
1996-04-04,5.2,379.0,4.68,1.0,11,6.205385717089671
1996-04-05,3.1,382.0,4.7,1.0,0,5.770053681606938
1996-04-06,2.4,346.0,4.72,1.0,0,3.756765082336523
1996-04-07,3.2,308.0,4.73,1.0,0,3.2561039459704464
1996-04-08,7.3,310.0,4.75,1.0,0,9.555430761789232
1996-04-09,6.1,411.0,4.77,1.0,0,10.984468224161215
1996-04-10,5.0,433.0,4.79,1.0,0,11.84998488300773
1996-04-11,5.6,441.0,4.81,1.0,0,10.508024751500772
1996-04-12,5.4,512.0,4.83,1.0,13,8.542585568422945
1996-04-13,4.8,437.0,4.84,1.0,11,9.887157313494868
1996-04-14,8.0,468.0,4.86,1.0,0,13.544671702884088
1996-04-15,4.4,591.0,4.88,1.0,0,7.2333841829548815
1996-04-16,3.9,487.0,4.9,1.0,0,6.561347413117341
1996-04-17,7.0,508.0,4.92,1.0,14,10.205478363978337
1996-04-18,5.8,598.0,4.94,1.0,27,11.86124121442227
1996-04-19,5.1,685.0,4.95,1.0,16,7.768482709991359
1996-04-20,5.0,595.0,4.97,1.0,25,10.862501038805018
1996-04-21,4.4,523.0,4.99,1.0,17,5.7149984420756175
1996-04-22,4.0,461.0,4.98,1.0,17,5.93987028315572
1996-04-23,4.9,475.0,4.96,1.0,11,10.384983395576986
1996-04-24,4.4,411.0,4.93,1.0,11,6.7269765835163
1996-04-25,3.8,357.0,4.9,1.0,0,6.431547447501965
1996-04-26,4.5,356.0,4.87,1.0,0,5.513033960343916
1996-04-27,5.2,381.0,4.84,1.0,0,8.39259229643966
1996-04-28,4.0,404.0,4.81,1.0,0,6.288682762012678
1996-04-29,2.7,371.0,4.78,1.0,0,4.490032972520427
1996-04-30,3.5,387.0,4.75,1.0,0,5.139124950953296
1996-05-01,3.7,402.0,4.72,1.0,0,6.75243149160162
1996-05-02,2.6,375.0,4.69,1.0,0,4.160941407853343
1996-05-03,2.8,369.0,4.66,1.0,0,2.4120011835853536
1996-05-04,3.7,375.0,4.63,1.0,0,5.827710623350512
1996-05-05,4.8,404.0,4.6,1.0,0,8.096527530077557
1996-05-06,3.0,360.0,4.57,1.0,15,4.8880619937469
1996-05-07,4.1,345.0,4.54,1.0,17,7.3742738154169265
1996-05-08,4.0,345.0,4.52,1.0,18,6.777820977744622
1996-05-09,4.2,331.0,4.49,1.0,17,6.02292062861823
1996-05-10,5.4,344.0,4.46,1.0,20,6.299333668581577
1996-05-11,4.8,351.0,4.43,1.0,25,6.575746708544923
1996-05-12,5.3,342.0,4.4,1.0,22,5.178602938672854
1996-05-13,8.1,436.0,4.37,1.0,21,11.572108545587271
1996-05-14,5.9,456.0,4.34,1.0,20,9.105818320159894
1996-05-15,5.0,466.0,4.31,1.0,15,8.363247221881311
1996-05-16,3.6,431.0,4.28,1.0,13,5.134047053724695
1996-05-17,5.3,409.0,4.25,1.0,11,8.461241560895552
1996-05-18,3.0,322.0,4.22,1.0,11,5.534419719825907
1996-05-19,5.7,349.0,4.21,1.0,0,9.064173126207583
1996-05-20,7.0,414.0,4.23,1.0,11,12.091742775605525
1996-05-21,5.8,448.0,4.25,1.0,0,10.061755308023534
1996-05-22,4.9,418.0,4.27,1.0,0,10.949290841302975
1996-05-23,3.9,391.0,4.29,1.0,0,9.826110389952984
1996-05-24,5.7,415.0,4.32,1.0,0,8.702929938602992
1996-05-25,4.7,416.0,4.34,1.0,0,7.983138006448835
1996-05-26,4.1,419.0,4.36,1.0,0,7.464859125851962
1996-05-27,5.3,396.0,4.38,1.0,0,5.350141114537883
1996-05-28,9.6,363.0,4.4,1.0,0,11.39724267772459
1996-05-29,8.8,390.0,4.43,1.0,0,8.217111886443593
1996-05-30,4.5,438.0,4.45,1.0,0,9.27224033942496
1996-05-31,4.0,405.0,4.47,1.0,0,7.348447555941897
1996-06-01,4.2,384.0,4.49,1.0,11,5.503438602704586
1996-06-02,2.9,354.0,4.51,1.0,11,3.6584296494672746
1996-06-03,3.5,337.0,4.54,1.0,11,4.073157140426263
1996-06-04,3.4,336.0,4.56,1.0,13,5.277302346693104
1996-06-05,5.5,332.0,4.58,1.0,16,8.157544245877315
1996-06-06,7.8,434.0,4.6,1.0,32,8.390352813559353
1996-06-07,5.2,394.0,4.62,1.0,28,9.241252146081191
1996-06-08,5.3,382.0,4.65,1.0,28,10.092151478603029
1996-06-09,4.7,362.0,4.67,1.0,35,8.112109976974581
1996-06-10,3.7,358.0,4.69,1.0,17,5.6219059278873855
1996-06-11,4.3,339.0,4.71,1.0,13,7.175849998971097
1996-06-12,2.8,318.0,4.73,1.0,13,3.719071460601141
1996-06-13,3.4,331.0,4.76,1.0,0,4.302346078801762
1996-06-14,4.2,307.0,4.78,1.0,0,8.225216991635397
1996-06-15,7.4,336.0,4.8,1.0,0,9.87455707223283
1996-06-16,5.9,406.0,4.85,1.0,0,9.693901113138384
1996-06-17,5.4,394.0,4.89,1.0,0,6.8369402449369785
1996-06-18,4.5,400.0,4.94,1.0,14,6.837719606753738
1996-06-19,6.9,471.0,4.99,1.0,24,6.486192296564275
1996-06-20,4.3,459.0,5.04,1.0,11,6.134664986374813
